	Microbiome	Metabolite	Correlation	P_value	Site
2739	Nasal_Conchiformibius	Cysteinylglycine	-0.343253737	0.001390836	Nasal
2740	Nasal_Eremococcus	Cysteinylglycine	0.345158906	0.001302357	Nasal
2741	Nasal_Unclassified_Propionibacteriaceae	Cysteinylglycine	-0.315066898	0.003510405	Nasal
2919	Nasal_Variovorax	Cysteinylglycine	0.30203656	0.005234085	Nasal
2920	Nasal_Lancefieldella	Cysteinylglycine	0.305580164	0.004703433	Nasal
901	Gut_Subdoligranulum	Cytidine	0.325279983	0.003894588	Gut
2024	Skin_Corynebacterium	Cytosine	-0.314042726	0.003624683	Skin
59	Gut_Unclassified_Eggerthellaceae	D-Alanyl-D-alanine	0.351490615	0.001721267	Gut
60	Gut_Hydrogeniiclostridium	D-Alanyl-D-alanine	0.303039066	0.007384891	Gut
2360	Nasal_Streptococcus	D-Alanyl-D-alanine	-0.308028754	0.004365242	Nasal
2019	Skin_Anaerosinus	D-alpha-Aminobutyric acid	0.305853528	0.004664556	Skin
2020	Skin_Blastococcus	D-alpha-Aminobutyric acid	0.303130015	0.005064943	Skin
2021	Skin_Tessaracoccus	D-alpha-Aminobutyric acid	0.372009436	0.000493284	Skin
2022	Skin_Pseudoxanthomonas	D-alpha-Aminobutyric acid	0.362620229	0.000699368	Skin
2669	Nasal_Zea	D-alpha-Aminobutyric acid	0.373819853	0.000460613	Nasal
2670	Nasal_Herbaspirillum	D-alpha-Aminobutyric acid	0.371207711	0.000508419	Nasal
2671	Nasal_Unclassified_Acetobacteraceae	D-alpha-Aminobutyric acid	0.302907274	0.005098999	Nasal
2672	Nasal_Sphingobium	D-alpha-Aminobutyric acid	0.31465179	0.003556329	Nasal
897	Gut_Allisonella	D-Camphor	-0.350044692	0.00180387	Gut
2778	Nasal_Treponema	D-Camphor	0.323482064	0.002686704	Nasal
1365	Oral_Fusobacterium	Decanoylcarnitine	0.375200313	0.000402946	Oral
1366	Oral_Oribacterium	Decanoylcarnitine	0.311178425	0.003746147	Oral
1367	Oral_Mogibacterium	Decanoylcarnitine	0.301915185	0.004982628	Oral
1368	Oral_Olsenella	Decanoylcarnitine	-0.301261976	0.005082151	Oral
2446	Nasal_Corynebacterium	Decanoylcarnitine	-0.30031386	0.005510733	Nasal
532	Gut_Clostridium_IV	Dehydroabietic acid	0.350859667	0.001756883	Gut
533	Gut_Aestuariispira	Dehydroabietic acid	0.321178821	0.004397981	Gut
534	Gut_Unclassified_Muribaculaceae	Dehydroabietic acid	0.396645438	0.000355212	Gut
535	Gut_Anaerotruncus	Dehydroabietic acid	0.348151848	0.001917395	Gut
536	Gut_Unclassified_Prevotellaceae	Dehydroabietic acid	0.391545241	0.000429434	Gut
537	Gut_Aminipila	Dehydroabietic acid	0.300962196	0.007820892	Gut
1430	Oral_Moraxella	Dehydroabietic acid	-0.308894947	0.004022372	Oral
1851	Skin_Finegoldia	Dehydroabietic acid	0.353670143	0.000966093	Skin
1852	Skin_Unclassified_Erythrobacteraceae	Dehydroabietic acid	-0.32179125	0.002836723	Skin
1853	Skin_Brucella	Dehydroabietic acid	-0.327165775	0.002384234	Skin
1854	Skin_Unclassified_Bacillaceae_1	Dehydroabietic acid	-0.354441401	0.000939911	Skin
1855	Skin_Dermabacter	Dehydroabietic acid	0.306086393	0.004631664	Skin
1856	Skin_Unclassified_Bacillales	Dehydroabietic acid	-0.377444454	0.00040108	Skin
1857	Skin_Aeribacillus	Dehydroabietic acid	-0.357944507	0.000828923	Skin
1858	Skin_Rhodococcus	Dehydroabietic acid	-0.304194636	0.004904939	Skin
2515	Nasal_Clostridium_sensu_stricto	Dehydroabietic acid	0.305784204	0.004674388	Nasal
2516	Nasal_Enterococcus	Dehydroabietic acid	-0.371157088	0.000509389	Nasal
2517	Nasal_Lancefieldella	Dehydroabietic acid	0.335032576	0.001838385	Nasal
2518	Nasal_Cardiobacterium	Dehydroabietic acid	0.314277181	0.003598233	Nasal
2519	Nasal_Fudania	Dehydroabietic acid	0.306865986	0.004523044	Nasal
2520	Nasal_Unclassified_Chitinophagaceae	Dehydroabietic acid	-0.30022426	0.00552547	Nasal
2521	Nasal_Rhizobacter	Dehydroabietic acid	0.317549029	0.003246684	Nasal
1816	Skin_Granulicatella	Dehydroeburicoic acid	0.324897868	0.002566603	Skin
2467	Nasal_Paenibacillus	Dehydroeburicoic acid	0.307665828	0.004413961	Nasal
1348	Oral_Schaalia	Dehydroepiandrosterone	-0.320441665	0.002791162	Oral
2411	Nasal_Klebsiella	Dehydroepiandrosterone	-0.361749519	0.000721996	Nasal
1441	Oral_Schaalia	Dehydroepiandrosterone sulfate	-0.390130936	0.000223406	Oral
2530	Nasal_Klebsiella	Dehydroepiandrosterone sulfate	-0.319469475	0.00305495	Nasal
2531	Nasal_Klebsiella	Dehydroepiandrosterone sulfate	-0.322911815	0.002736485	Nasal
1451	Oral_Unclassified_Lachnospiraceae	Deoxycholic acid 3-glucuronide	-0.327789721	0.002195629	Oral
2343	Skin_Dolosigranulum	Deoxycholic acid glycine conjugate	0.328694587	0.002267957	Skin
1331	Oral_Aggregatibacter	Dethiobiotin	-0.313132695	0.003523322	Oral
1332	Oral_Granulicatella	Dethiobiotin	-0.301211647	0.005089892	Oral
1215	Gut_Alistipes	D-Fructose	-0.323702613	0.004081787	Gut
1216	Gut_Agathobacter	D-Fructose	0.327619749	0.00363097	Gut
1217	Gut_Anaerostipes	D-Fructose	0.326831064	0.003717997	Gut
1218	Gut_Oscillibacter	D-Fructose	-0.325332562	0.003888481	Gut
1219	Gut_Anaerobutyricum	D-Fructose	0.321809769	0.004316958	Gut
2957	Nasal_Faecalibacterium	D-Fructose	0.32469702	0.002583342	Nasal
2958	Nasal_Pseudomonas	D-Fructose	0.308028754	0.004365242	Nasal
2959	Nasal_Acinetobacter	D-Fructose	0.341723195	0.001465818	Nasal
2960	Nasal_Unclassified_Chlorophyta	D-Fructose	0.310927518	0.00399297	Nasal
1046	Gut_Slackia	DG(18:1(9Z)/18:1(9Z)/0:0)	0.314647948	0.005319375	Gut
1641	Oral_Unclassified_Candidatus_Saccharibacteria	DG(18:1(9Z)/18:1(9Z)/0:0)	-0.305823725	0.004422466	Oral
2244	Skin_Bradyrhizobium	DG(18:1(9Z)/18:1(9Z)/0:0)	0.314994432	0.003518383	Skin
2861	Nasal_Rubellimicrobium	DG(18:1(9Z)/18:1(9Z)/0:0)	0.307027979	0.004500759	Nasal
2286	Skin_Pseudomonas	D-Glucuronic acid	0.346947454	0.001223967	Skin
1	Gut_Unclassified_Streptophyta	Diacetyl	-0.315079657	0.005253575	Gut
2	Gut_Zea	Diacetyl	-0.314869341	0.00528554	Gut
3	Gut_Acetivibrio	Diacetyl	0.313044278	0.00557023	Gut
4	Gut_Lactonifactor	Diacetyl	0.328329565	0.003554203	Gut
1709	Skin_Escherichia/Shigella	Diacetyl	0.300781112	0.005434445	Skin
1710	Skin_Brucella	Diacetyl	-0.306228137	0.004611744	Skin
1711	Skin_Conchiformibius	Diacetyl	0.314400267	0.003584417	Skin
1712	Skin_Polaromonas	Diacetyl	-0.415614132	8.44E-05	Skin
2347	Nasal_Brevibacterium	Diacetyl	-0.334295174	0.001884279	Nasal
849	Gut_Unclassified_Lachnospiraceae	Diaminopimelic acid	-0.383879279	0.000567934	Gut
850	Gut_Cuneatibacter	Diaminopimelic acid	-0.368867974	0.000963089	Gut
1566	Oral_Alloprevotella	Diaminopimelic acid	0.316591753	0.003157783	Oral
1047	Gut_Phascolarctobacterium	Diatrizoate	0.309111941	0.006230118	Gut
113	Gut_Tyzzerella	Diaveridine	0.402544824	0.000284121	Gut
1746	Skin_Unclassified_Bacillales	Diaveridine	-0.304415837	0.004872263	Skin
2403	Nasal_Facklamia	Diaveridine	0.319432211	0.003058572	Nasal
139	Gut_Unclassified_Erysipelotrichaceae	Dibutyl phthalate	0.324044377	0.004040562	Gut
140	Gut_Unclassified_Eggerthellaceae	Dibutyl phthalate	0.322125243	0.004276946	Gut
226	Gut_Anaerotignum	Diethylhexyl adipate	0.309900626	0.006092496	Gut
227	Gut_Lawsonibacter	Diethylhexyl adipate	0.307350544	0.006547417	Gut
228	Gut_Terrisporobacter	Diethylhexyl adipate	-0.304248383	0.007140982	Gut
1373	Oral_Oribacterium	Diethylhexyl adipate	-0.392358804	0.000204089	Oral
2344	Skin_Lachnoanaerobaculum	Digoxigenin	-0.314844157	0.003534981	Skin
2345	Skin_Tannerella	Digoxigenin	-0.406329889	0.000125503	Skin
540	Gut_Holdemanella	Dihomo-gamma-linolenic acid	-0.319706609	0.004592307	Gut
541	Gut_Sporobacter	Dihomo-gamma-linolenic acid	0.334825272	0.002916121	Gut
28	Gut_Ruminococcus2	Dihydrothymine	-0.371602082	0.000876394	Gut
29	Gut_Anaerotignum	Dihydrothymine	-0.474183711	1.32E-05	Gut
30	Gut_Lawsonibacter	Dihydrothymine	-0.351306588	0.001731587	Gut
1715	Skin_Dermabacter	Dihydrothymine	-0.316474215	0.003358624	Skin
1810	Skin_Mogibacterium	Dioctyl phthalate	0.301226593	0.005362585	Skin
1226	Gut_Unclassified_Eggerthellaceae	D-Kynurenine	-0.372443346	0.000851182	Gut
2700	Nasal_Unclassified_Streptophyta	DL-2-Aminooctanoic acid	0.395059229	0.000200007	Nasal
2701	Nasal_Zea	DL-2-Aminooctanoic acid	0.371794937	0.000497293	Nasal
1201	Gut_Negativibacillus	DL-Dopa	0.358431043	0.001370273	Gut
706	Gut_Fusicatenibacter	DL-Proline	-0.3312477	0.00325358	Gut
554	Gut_Unclassified_Peptococcaceae_1	Docosahexaenoic acid	-0.310099835	0.006058162	Gut
555	Gut_Holdemanella	Docosapentaenoic acid (22n-3)	-0.306404122	0.006723719	Gut
558	Gut_Anaerotignum	Docosatrienoic acid	0.341816079	0.002345656	Gut
1862	Skin_Kocuria	Docosatrienoic acid	0.308271742	0.004332891	Skin
410	Gut_Victivallis	Dodecadienoic acid	-0.310321258	0.0060202	Gut
1834	Skin_Paracoccus	Dodecadienoic acid	-0.402024906	0.000150249	Skin
458	Gut_Phocaeicola	Dodecanedioic acid	-0.356958831	0.0014388	Gut
459	Gut_Oscillibacter	Dodecanedioic acid	0.302355539	0.007525966	Gut
460	Gut_Unclassified_Clostridiales	Dodecanedioic acid	0.342578474	0.002289938	Gut
1416	Oral_Tessaracoccus	Dodecanedioic acid	-0.358453969	0.000755708	Oral
2288	Skin_Pelomonas	DOPA	-0.317545814	0.003247013	Skin
1108	Gut_Odoribacter	D-Ornithine	-0.335611757	0.002846272	Gut
87	Gut_Agathobaculum	D-Psicose	0.300252379	0.007975002	Gut
88	Gut_Fournierella	D-Psicose	-0.342000105	0.002332097	Gut
2387	Nasal_Corynebacterium	D-Psicose	-0.347878911	0.001184859	Nasal
2388	Nasal_Anaerococcus	D-Psicose	0.332570619	0.001995669	Nasal
2389	Nasal_Brevibacterium	D-Psicose	0.311443874	0.00392971	Nasal
1106	Gut_Colidextribacter	D-Ribose	-0.336268994	0.002789054	Gut
1067	Gut_Unclassified_Lachnospiraceae	D-Serine	0.331195121	0.00325879	Gut
2139	Skin_Dermabacter	Ecgonine	0.300315381	0.005510483	Skin
2743	Nasal_Unclassified_Betaproteobacteria	Ecgonine	0.307362091	0.004455106	Nasal
752	Gut_Unclassified_Lachnospiraceae	Ectoine	0.302171513	0.00756435	Gut
2688	Nasal_Deinococcus	Ectoine	-0.325415869	0.00252388	Nasal
971	Gut_Phascolarctobacterium	Edetic Acid	0.300935906	0.007826553	Gut
972	Gut_Unclassified_Muribaculaceae	Edetic Acid	0.332748388	0.003107998	Gut
973	Gut_Porphyromonas	Edetic Acid	0.353937864	0.001589195	Gut
974	Gut_Eisenbergiella	Edetic Acid	0.336663337	0.002755219	Gut
975	Gut_Acidaminococcus	Edetic Acid	0.313449708	0.005505842	Gut
976	Gut_Citrobacter	Edetic Acid	-0.383511226	0.00057551	Gut
977	Gut_Megasphaera	Edetic Acid	0.352255325	0.001678973	Gut
978	Gut_Haemophilus	Edetic Acid	0.303750879	0.007240453	Gut
979	Gut_Unclassified_Bacteroidaceae	Edetic Acid	0.370550502	0.000908863	Gut
980	Gut_Raoultibacter	Edetic Acid	0.348414743	0.001901252	Gut
981	Gut_Schaalia	Edetic Acid	0.345575477	0.002082238	Gut
982	Gut_Bilophila	Edetic Acid	0.31439613	0.005358092	Gut
983	Gut_Enterocloster	Edetic Acid	-0.330905936	0.003287574	Gut
984	Gut_Unclassified_Candidatus_Saccharibacteria	Edetic Acid	0.330301278	0.003348494	Gut
985	Gut_Longibaculum	Edetic Acid	0.333642237	0.003024078	Gut
986	Gut_Marvinbryantia	Edetic Acid	0.336426731	0.002775475	Gut
987	Gut_Unclassified_Peptococcaceae_1	Edetic Acid	-0.397946777	0.000338258	Gut
1619	Oral_Cutibacterium	Edetic Acid	0.384191832	0.000283432	Oral
1620	Oral_Phocaeicola	Edetic Acid	0.397265963	0.000166849	Oral
1621	Oral_Faecalibacterium	Edetic Acid	0.386087483	0.000262828	Oral
1622	Oral_Bacteroides	Edetic Acid	0.349366569	0.001048316	Oral
1623	Oral_Bifidobacterium	Edetic Acid	0.368987537	0.000510842	Oral
1624	Oral_Pseudomonas	Edetic Acid	0.367181622	0.000546833	Oral
1625	Oral_Rhizobium	Edetic Acid	-0.350908736	0.00099235	Oral
1626	Oral_Sphingomonas	Edetic Acid	0.324675832	0.002432416	Oral
1627	Oral_Scardovia	Edetic Acid	0.336655625	0.001630723	Oral
1628	Oral_Olsenella	Edetic Acid	0.328084464	0.002174328	Oral
1629	Oral_Arachnia	Edetic Acid	0.352747473	0.000929179	Oral
1630	Oral_Shuttleworthia	Edetic Acid	-0.315577074	0.003261322	Oral
2189	Skin_Neisseria	Edetic Acid	0.391272654	0.000233044	Skin
2190	Skin_Schaalia	Edetic Acid	0.321433634	0.002869399	Skin
2191	Skin_Porphyromonas	Edetic Acid	0.308555229	0.004295418	Skin
2192	Skin_Fusobacterium	Edetic Acid	0.34399109	0.001355966	Skin
2193	Skin_Phocaeicola	Edetic Acid	-0.452125667	1.58E-05	Skin
2194	Skin_Dolosigranulum	Edetic Acid	-0.33031452	0.002150336	Skin
2195	Skin_Megasphaera	Edetic Acid	0.367338261	0.000587618	Skin
2196	Skin_Unclassified_Leptotrichiaceae	Edetic Acid	0.34100608	0.001502193	Skin
2197	Skin_Oribacterium	Edetic Acid	0.334789586	0.001853396	Skin
2198	Skin_Lachnoanaerobaculum	Edetic Acid	0.321749123	0.002840555	Skin
2199	Skin_Unclassified_Pasteurellaceae	Edetic Acid	0.398878196	0.000171109	Skin
2200	Skin_Catonella	Edetic Acid	0.320432927	0.002962633	Skin
2201	Skin_Ruminococcus	Edetic Acid	0.38130192	0.000345537	Skin
2202	Skin_Stomatobaculum	Edetic Acid	0.328277817	0.002299138	Skin
2203	Skin_Blautia	Edetic Acid	0.308607414	0.004288552	Skin
2204	Skin_Bacteroides	Edetic Acid	-0.339122907	0.001601631	Skin
2205	Skin_Eubacterium	Edetic Acid	0.345096411	0.001305176	Skin
2206	Skin_Tannerella	Edetic Acid	0.30992361	0.004118564	Skin
2207	Skin_Collinsella	Edetic Acid	-0.348368415	0.001164764	Skin
2208	Skin_Bifidobacterium	Edetic Acid	-0.453563365	1.47E-05	Skin
2209	Skin_Parvimonas	Edetic Acid	0.321676622	0.00284716	Skin
2210	Skin_Dorea	Edetic Acid	0.376838887	0.000410507	Skin
2211	Skin_Unclassified_Clostridia	Edetic Acid	0.338596429	0.001630475	Skin
2212	Skin_Unclassified_Ruminococcaceae	Edetic Acid	0.344197066	0.001346368	Skin
2213	Skin_Lactococcus	Edetic Acid	0.397691607	0.000179646	Skin
2214	Skin_Unclassified_Neisseriaceae	Edetic Acid	-0.356334698	0.000878353	Skin
2215	Skin_Kingella	Edetic Acid	0.376859136	0.000410189	Skin
2216	Skin_Xanthomonas	Edetic Acid	-0.482636428	3.33E-06	Skin
2217	Skin_Unclassified_Firmicutes	Edetic Acid	0.44130809	2.65E-05	Skin
2218	Skin_Dietzia	Edetic Acid	0.377738067	0.00039658	Skin
2219	Skin_Cardiobacterium	Edetic Acid	-0.306692315	0.004547043	Skin
2220	Skin_Unclassified_Acetobacteraceae	Edetic Acid	-0.317901781	0.003210679	Skin
2221	Skin_Anoxybacillus	Edetic Acid	-0.354969677	0.000922352	Skin
2222	Skin_Psychrobacter	Edetic Acid	-0.375725177	0.000428378	Skin
2223	Skin_Lacticaseibacillus	Edetic Acid	-0.422367229	6.28E-05	Skin
2224	Skin_Unclassified_Actinobacteria	Edetic Acid	0.408545105	0.000114293	Skin
2225	Skin_Leuconostoc	Edetic Acid	0.411323391	0.000101544	Skin
2226	Skin_Frederiksenia	Edetic Acid	-0.33548988	0.001810433	Skin
2227	Skin_Unclassified_Micrococcaceae	Edetic Acid	-0.377312834	0.000403112	Skin
2228	Skin_Unclassified_Micrococcales	Edetic Acid	0.315168144	0.003499284	Skin
2229	Skin_Unclassified_Microbacteriaceae	Edetic Acid	0.334121363	0.001895246	Skin
2230	Skin_Comamonas	Edetic Acid	-0.363077671	0.000687741	Skin
2231	Skin_Microvirga	Edetic Acid	-0.335761546	0.001794009	Skin
2797	Nasal_Agathobacter	Edetic Acid	0.325851229	0.002488467	Nasal
2798	Nasal_Unclassified_Betaproteobacteria	Edetic Acid	-0.356618187	0.000869459	Nasal
2799	Nasal_Akkermansia	Edetic Acid	0.420557057	6.80E-05	Nasal
2800	Nasal_Rothia	Edetic Acid	-0.37989268	0.000364953	Nasal
2801	Nasal_Subdoligranulum	Edetic Acid	0.328492095	0.002283059	Nasal
2802	Nasal_Paraprevotella	Edetic Acid	0.312324717	0.003823855	Nasal
2803	Nasal_Unclassified_Ruminococcaceae	Edetic Acid	0.327390173	0.002366838	Nasal
2804	Nasal_Fusicatenibacter	Edetic Acid	0.334647842	0.001862203	Nasal
2805	Nasal_Coprococcus	Edetic Acid	0.406038332	0.000127051	Nasal
2806	Nasal_Romboutsia	Edetic Acid	0.39889034	0.000171023	Nasal
2807	Nasal_Mediterraneibacter	Edetic Acid	0.383569827	0.000316273	Nasal
2808	Nasal_Dorea	Edetic Acid	0.353369985	0.00097646	Nasal
2809	Nasal_Dialister	Edetic Acid	0.320027944	0.003001129	Nasal
2810	Nasal_Holdemanella	Edetic Acid	0.378689778	0.000382313	Nasal
2811	Nasal_Mucilaginibacter	Edetic Acid	-0.431864088	4.10E-05	Nasal
2812	Nasal_Ralstonia	Edetic Acid	0.366714252	0.000601397	Nasal
2813	Nasal_Dietzia	Edetic Acid	0.357156598	0.000852791	Nasal
2814	Nasal_Kocuria	Edetic Acid	0.311280304	0.003949652	Nasal
2815	Nasal_Brochothrix	Edetic Acid	-0.334031933	0.001900911	Nasal
2816	Nasal_Dermacoccus	Edetic Acid	-0.334295174	0.001884279	Nasal
2817	Nasal_Sphingomonas	Edetic Acid	0.396824915	0.000186128	Nasal
2818	Nasal_Deinococcus	Edetic Acid	0.392208082	0.000224445	Nasal
2819	Nasal_Arachnia	Edetic Acid	-0.357764076	0.000834335	Nasal
2820	Nasal_Unclassified_Leptotrichiaceae	Edetic Acid	-0.365102587	0.000638361	Nasal
2821	Nasal_Facklamia	Edetic Acid	0.307424394	0.004446639	Nasal
2822	Nasal_Segetibacter	Edetic Acid	0.34990736	0.001103586	Nasal
2823	Nasal_Treponema	Edetic Acid	0.301653353	0.005294536	Nasal
2824	Nasal_Ornithinimicrobium	Edetic Acid	-0.364810821	0.000645271	Nasal
2825	Nasal_Rubellimicrobium	Edetic Acid	-0.389968563	0.000245539	Nasal
2826	Nasal_Kineococcus	Edetic Acid	0.337818546	0.001673952	Nasal
2827	Nasal_Rhizobacter	Edetic Acid	0.309915054	0.004119649	Nasal
2828	Nasal_Lysobacter	Edetic Acid	-0.369711144	0.000537813	Nasal
542	Gut_Unclassified_Bacteria	Eicosadienoic acid	0.311399127	0.005838386	Gut
2522	Nasal_Fusobacterium	Eicosadienoic acid	-0.320805913	0.00292757	Nasal
538	Gut_Desulfovibrio	Eicosapentaenoic acid	0.314214169	0.005386223	Gut
965	Gut_Staphylococcus	Epigalanthamin	0.330658359	0.003312397	Gut
966	Gut_Fusicatenibacter	Epigalanthamin	-0.311504285	0.005820911	Gut
967	Gut_Beduinibacterium	Epigalanthamin	0.355013408	0.001534098	Gut
968	Gut_Sellimonas	Epigalanthamin	-0.359051206	0.0013423	Gut
969	Gut_Bifidobacterium	Epigalanthamin	-0.302896465	0.007414129	Gut
1615	Oral_Megasphaera	Epigalanthamin	0.303068204	0.00481117	Oral
1616	Oral_Stomatobaculum	Epigalanthamin	0.305217901	0.004505445	Oral
1617	Oral_Unclassified_Neisseriaceae	Epigalanthamin	-0.330486613	0.002007538	Oral
2794	Nasal_Dermacoccus	Epigalanthamin	-0.347497697	0.001200725	Nasal
902	Gut_Phocaeicola	Ergothioneine	0.334481308	0.002947148	Gut
1590	Oral_Unclassified_Leptotrichiaceae	Ergothioneine	0.312859097	0.003553788	Oral
2779	Nasal_Peptoniphilus	Ergothioneine	0.338949074	0.001611104	Nasal
1087	Gut_Agathobacter	Erythritol	-0.314527578	0.005337851	Gut
1088	Gut_Unclassified_Clostridiales	Erythritol	0.365292602	0.001088186	Gut
1089	Gut_Unclassified_Ruminococcaceae	Erythritol	0.30969031	0.00612893	Gut
1090	Gut_Unclassified_Erysipelotrichaceae	Erythritol	0.320758189	0.004452743	Gut
1091	Gut_Dysosmobacter	Erythritol	0.312450707	0.005665698	Gut
1092	Gut_Intestinibacter	Erythritol	-0.35806299	0.001387123	Gut
1093	Gut_Lawsonibacter	Erythritol	0.305825753	0.006833505	Gut
2886	Nasal_Sphingobium	Erythritol	0.301105098	0.005382099	Nasal
1267	Gut_Coprobacter	Estrone	-0.331011094	0.003277081	Gut
1694	Oral_Enterococcus	Estrone	-0.308582261	0.004061577	Oral
2315	Skin_Massilia	Ethyl glucuronide	0.303877696	0.004952097	Skin
702	Gut_Anaerotignum	Ethylmalonic acid	-0.32438614	0.003999707	Gut
97	Gut_Acetivibrio	Ethylparaben	0.314411341	0.005355746	Gut
1337	Oral_Moraxella	Ethylparaben	-0.344814782	0.001230623	Oral
1338	Oral_Granulicatella	Ethylparaben	-0.30854016	0.004066881	Oral
1339	Oral_Unclassified_Firmicutes	Ethylparaben	-0.350050567	0.001023149	Oral
1733	Skin_Lautropia	Ethylparaben	-0.313961729	0.003633861	Skin
1734	Skin_Aggregatibacter	Ethylparaben	-0.303432216	0.00501906	Skin
1735	Skin_Negativicoccus	Ethylparaben	0.337168863	0.001711063	Skin
1736	Skin_Brachybacterium	Ethylparaben	-0.315095677	0.00350724	Skin
1737	Skin_Yersinia	Ethylparaben	-0.398440822	0.000174211	Skin
1738	Skin_Lawsonella	Ethylparaben	0.333321521	0.001946459	Skin
2394	Nasal_Unclassified_SR1	Ethylparaben	-0.310986691	0.003985674	Nasal
2395	Nasal_Enterococcus	Ethylparaben	-0.335447684	0.001812996	Nasal
2396	Nasal_Williamsia	Ethylparaben	-0.354179955	0.000948713	Nasal
772	Gut_Anaerotignum	FAPy-adenine	-0.339581471	0.002516044	Gut
1537	Oral_Actinomyces	FAPy-adenine	-0.305823725	0.004422466	Oral
2696	Nasal_Fusobacterium	FAPy-adenine	0.328986534	0.002246341	Nasal
175	Gut_Parasutterella	Fenpropimorph	-0.320600452	0.004473435	Gut
2447	Nasal_Microbacterium	Fentanyl	0.306857415	0.004524225	Nasal
1604	Oral_Oribacterium	Flumequine	-0.323939808	0.002491634	Oral
1006	Gut_Faecalibacillus	Flunitrazepam	0.332457017	0.003135801	Gut
1007	Gut_Anaerobutyricum	Flunitrazepam	0.408407382	0.000226636	Gut
2833	Nasal_Unclassified_Alphaproteobacteria	Flunitrazepam	0.360011745	0.000769165	Nasal
2834	Nasal_Lactobacillus	Flunitrazepam	0.332936787	0.001971534	Nasal
2835	Nasal_Pseudomonas	Flunitrazepam	0.416806723	8.02E-05	Nasal
2836	Nasal_Tumebacillus	Flunitrazepam	0.313013192	0.003742896	Nasal
2837	Nasal_Duganella	Flunitrazepam	0.354625439	0.00093376	Nasal
2838	Nasal_Ornithinimicrobium	Flunitrazepam	0.359748504	0.00077655	Nasal
2839	Nasal_Rubellimicrobium	Flunitrazepam	0.303919732	0.004945819	Nasal
2840	Nasal_Lysobacter	Flunitrazepam	0.303759277	0.004969819	Nasal
1124	Gut_Anaerobutyricum	Fumaric acid	0.355618066	0.001503886	Gut
48	Gut_Unclassified_Muribaculaceae	Gabapentin	-0.31571268	0.005158395	Gut
49	Gut_Unclassified_Bacteroidetes	Gabapentin	0.319813869	0.004577896	Gut
50	Gut_Anaerofustis	Gabapentin	-0.306693307	0.006669411	Gut
2357	Nasal_Unclassified_Chitinophagaceae	Gabapentin	0.327591007	0.002351366	Nasal
1014	Gut_Akkermansia	Galactinol	0.329197119	0.003462342	Gut
1015	Gut_Barnesiella	Galactinol	0.328171828	0.003571136	Gut
1016	Gut_Acetivibrio	Galactinol	0.309140262	0.006225129	Gut
1017	Gut_Unclassified_Clostridia	Galactinol	-0.312610499	0.005639857	Gut
